Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [2104] _GLOBAL__sub_I__Z15oneVariableTestii (tests.cpp) [8] OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [2089] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::_Vector_impl(std::allocator<Ofts<Ofs<doublecomplex > > > const&)
 [2105] _GLOBAL__sub_I__Z4nfo2v (nfo2.cpp) [2098] init_body(Body*, int) [2090] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::~_Vector_impl()
 [2106] _GLOBAL__sub_I__Z5ENormPCdi (pm.cpp) [2079] init_libp(LibrationPoint*, CR3BP, int) [2091] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long)
 [2107] _GLOBAL__sub_I__Z5qbtbpi (qbtbp.cpp) [30] readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [2092] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_create_storage(unsigned long)
 [2108] _GLOBAL__sub_I__Z7odePlotPKddP24gsl_odeiv2_driver_structP12gnuplot_ctrlii (diffcorr.cpp) [19] Ofs<doublecomplex >::zero() [2076] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_get_Tp_allocator()
 [2109] _GLOBAL__sub_I__Z7readCOCR3OfsICdESsiii (coc.cpp) [2048] Ofs<doublecomplex >::setCoef(doublecomplex  const&, int const&) [2093] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_base(unsigned long, std::allocator<Ofts<Ofs<doublecomplex > > > const&)
 [2110] _GLOBAL__sub_I__Z8ofs_testv (ofs_test.cpp) [20] Ofs<doublecomplex >::evaluate(double const&) [2094] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~_Vector_base()
 [2111] _GLOBAL__sub_I__Z8qbfbp_vfdPKdPdPv (qbfbp.cpp) [5] Ofs<doublecomplex >::ofs_smult(Ofs<doublecomplex > const&, doublecomplex  const&) [12] void std::__uninitialized_fill_n<false>::__uninit_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&)
 [2112] _GLOBAL__sub_I__Z9ofts_testv (ofts_test.cpp) [22] Ofs<doublecomplex >::Ofs(Ofs<doublecomplex > const&) [13] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_fill_initialize(unsigned long, Ofts<Ofs<doublecomplex > > const&)
 [2113] _GLOBAL__sub_I__ZN4FTDA3norE (ftda.cpp) [26] Ofs<doublecomplex >::Ofs(int) [2056] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::at(unsigned long)
 [2114] _GLOBAL__sub_I_main (main.cpp) [2049] Ofs<doublecomplex >::~Ofs() [14] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::vector(unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > > const&)
 [2099] init_CR3BP(CR3BP*, int, int) [2050] Ofs<doublecomplex >::operator=(Ofs<doublecomplex > const&) [2095] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~vector()
 [2115] init_QBFBP(QBFBP*, int, int, int) [25] FTDA::free() [2053] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::operator[](unsigned long)
 [2116] init_QBFBP(QBFBP_L*, QBFBP*, int, int, int) [2133] FTDA::init(int, int) [2134] std::ios_base::setf(std::_Ios_Fmtflags)
  [21] evaluateOdd(double, double, int, double*, double*) [9] FTDA::nmon(int, int) [11] void std::_Construct<Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > const&)
  [23] evaluateCoef(double*, double, double, int, double*) [18] FTDA::prxkt(int*, int) [2068] Ofts<Ofs<doublecomplex > >* std::__addressof<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >&)
 [2051] evaluateEven(double, double, int, double*, double*) [1] void Ofts<Ofs<doublecomplex > >::evaluate<doublecomplex >(doublecomplex *, Ofs<doublecomplex >&, int const&) [2135] std::setiosflags(std::_Ios_Fmtflags)
 [2100] coefRetrieving(std::string, double*, int, int) [10] Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [2136] std::setprecision(int)
  [24] qbfbp_vfn_novar(double, double const*, double*, void*) [27] Ofts<Ofs<doublecomplex > >::Ofts() [15] void std::uninitialized_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&)
 [2062] evaluateOddDerivative(double, double, int, double*, double*) [2070] Ofts<Ofs<doublecomplex > >::~Ofts() [16] void std::__uninitialized_fill_n_a<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > >&)
 [2061] evaluateEvenDerivative(double, double, int, double*, double*) [2052] Oftsh<Ofs<doublecomplex > >::lcopy(Oftsh<Ofs<doublecomplex > > const&) [2137] int const& std::max<int>(int const&, int const&)
 [2063] evaluateCoefDerivatives(double*, double, double, int, double*, int) [31] Oftsh<Ofs<doublecomplex > >::linkCoefs(Ofs<doublecomplex >*) [2071] void std::_Destroy<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*)
 [2117] cn(QBFBP_L&, int)      [2] void Oftsh<Ofs<doublecomplex > >::sevaluate<doublecomplex >(doublecomplex *, Ofs<doublecomplex >&) [2096] void std::_Destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*)
 [2118] __static_initialization_and_destruction_0(int, int) (main.cpp) [2064] Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2097] void std::_Destroy<Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*, std::allocator<Ofts<Ofs<doublecomplex > > >&)
 [2119] __static_initialization_and_destruction_0(int, int) (coc.cpp) [2065] Oftsh<Ofs<doublecomplex > >::~Oftsh() [2138] std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
 [2120] __static_initialization_and_destruction_0(int, int) (define_env.cpp) [2080] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2139] std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
 [2121] __static_initialization_and_destruction_0(int, int) (diffcorr.cpp) [2081] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::allocate(unsigned long, void const*) [2077] std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [2122] __static_initialization_and_destruction_0(int, int) (ftda.cpp) [2082] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator(__gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > > const&) [2067] std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
 [2123] __static_initialization_and_destruction_0(int, int) (nfo2.cpp) [2083] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator() [2069] std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [2124] __static_initialization_and_destruction_0(int, int) (odezero.cpp) [2073] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::~new_allocator() [2072] operator new(unsigned long, void*)
 [2125] __static_initialization_and_destruction_0(int, int) (pm.cpp) [2058] Ofts<Ofs<doublecomplex > >::getNV() const [34] gnuplot_close
 [2126] __static_initialization_and_destruction_0(int, int) (qbfbp.cpp) [32] Ofts<Ofs<doublecomplex > >::getCoef(int const&, int const&) const [33] gnuplot_cmd
 [2127] __static_initialization_and_destruction_0(int, int) (qbtbp.cpp) [2066] Ofts<Ofs<doublecomplex > >::getOrder() const [35] gnuplot_init
 [2128] __static_initialization_and_destruction_0(int, int) (tests.cpp) [2060] Oftsh<Ofs<doublecomplex > >::getCA() const [36] gnuplot_plot_atmpfile
 [2129] __static_initialization_and_destruction_0(int, int) (ofs_test.cpp) [17] Oftsh<Ofs<doublecomplex > >::getCoef(int) const [37] gnuplot_plot_xy
 [2130] __static_initialization_and_destruction_0(int, int) (ofts_test.cpp) [2084] __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::max_size() const [38] gnuplot_set_xlabel
 [2131] __static_initialization_and_destruction_0(int, int) (oftsh_test.cpp) [2055] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_range_check(unsigned long) const [39] gnuplot_set_ylabel
 [2132] ENorm(doublecomplex *, int) [2054] std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::size() const [40] gnuplot_setcolor
   [7] pmInt()              [2085] std::allocator<Ofts<Ofs<doublecomplex > > >::allocator(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [41] gnuplot_setstyle
 [2078] energy(double*, double) [2086] std::allocator<Ofts<Ofs<doublecomplex > > >::allocator() [42] gnuplot_tmpfile
 [2059] readOFS(Ofs<doublecomplex >&, std::basic_ifstream<char, std::char_traits<char> >&, int) [2074] std::allocator<Ofts<Ofs<doublecomplex > > >::~allocator()
